region,site,date,detection_type,survey_time,conductivity,correct_conductivity
El Valle,Farallon,5/14/2014,capture,day,150.5,
El Valle,Farallon,5/14/2014,capture,day,150.5,
El Valle,Farallon,6/8/2015,capture,day,150.5,
El Valle,Farallon,6/8/2015,capture,day,150.5,
El Valle,Farallon,6/8/2015,capture,day,150.5,
El Valle,Farallon,6/12/2015,capture,day,150.5,
El Valle,Farallon,6/12/2015,capture,day,150.5,
El Valle,Farallon,6/12/2015,capture,day,150.5,
El Valle,Farallon,6/12/2015,capture,day,150.5,
El Valle,Farallon,6/12/2015,capture,day,150.5,
El Valle,Farallon,6/12/2015,capture,day,150.5,
El Valle,Farallon,6/12/2015,capture,day,150.5,
El Valle,Farallon,6/13/2015,capture,day,150.5,
El Valle,Farallon,6/13/2015,capture,day,143.2,
El Valle,Farallon,6/13/2015,capture,day,143.2,
El Valle,Farallon,6/13/2015,capture,day,143.2,
El Valle,Farallon,6/13/2015,capture,day,143.2,
El Valle,Farallon,6/13/2015,capture,day,143.2,
El Valle,Farallon,6/13/2015,capture,night,143.2,
El Valle,Farallon,6/13/2015,capture,night,142.6,
El Valle,Farallon,12/7/2015,capture,day,142.6,
El Valle,Farallon,12/7/2015,capture,day,135.8,
El Valle,Farallon,12/7/2015,capture,day,135.8,
El Valle,Farallon,12/7/2015,capture,day,135.8,
El Valle,Farallon,12/7/2015,capture,day,135.8,
El Valle,Farallon,12/7/2015,capture,day,135.8,
El Valle,Farallon,12/7/2015,capture,day,135.8,
El Valle,Farallon,12/7/2015,capture,day,135.8,
El Valle,Farallon,12/7/2015,capture,day,135.8,
El Valle,Farallon,12/7/2015,capture,day,135.8,
El Valle,Farallon,12/7/2015,capture,day,135.8,
El Valle,Farallon,12/10/2015,capture,day,135.8,
El Valle,Farallon,12/10/2015,capture,day,135.8,
El Valle,Farallon,12/10/2015,capture,day,135.8,
El Valle,Farallon,12/10/2015,capture,day,135.8,
El Valle,Farallon,12/10/2015,capture,day,135.8,
El Valle,Farallon,12/10/2015,capture,day,135.8,
El Valle,Farallon,12/10/2015,capture,day,135.8,
El Valle,Farallon,12/10/2015,capture,day,135.8,
El Valle,Farallon,12/14/2015,capture,day,135.8,
El Valle,Farallon,12/14/2015,capture,day,135.8,
El Valle,Farallon,12/14/2015,capture,day,135.8,
El Valle,Farallon,12/14/2015,capture,day,135.8,
El Valle,Farallon,12/14/2015,capture,day,135.8,
El Valle,Farallon,12/14/2015,capture,day,135.8,
El Valle,Farallon,12/14/2015,capture,day,135.8,
El Valle,Farallon,12/14/2015,capture,day,133.3,
El Valle,Farallon,12/14/2015,capture,day,133.3,
El Valle,Farallon,12/14/2015,capture,day,133.3,
El Valle,Farallon,12/14/2015,capture,day,133.3,
El Valle,Farallon,12/14/2015,capture,day,133.3,
El Valle,Farallon,12/14/2015,capture,day,133.3,
El Valle,Farallon,12/14/2015,capture,day,133.3,
El Valle,Farallon,12/14/2015,capture,day,133.3,
El Valle,Farallon,12/14/2015,capture,day,133.3,
El Valle,Farallon,12/14/2015,capture,day,133.3,
El Valle,Farallon,12/14/2015,capture,day,133.3,
El Valle,Farallon,12/14/2015,capture,day,133.3,
El Valle,Farallon,12/14/2015,capture,day,133.3,
El Valle,Farallon,12/14/2015,capture,day,133.3,
El Valle,Farallon,12/14/2015,capture,day,133.3,
El Valle,Farallon,12/14/2015,capture,day,133.3,
El Valle,Farallon,12/14/2015,visual,day,133.3,
El Valle,Farallon,12/14/2015,visual,day,133.3,
El Valle,Farallon,6/16/2016,capture,day,133.3,
El Valle,Farallon,6/16/2016,capture,day,133.3,
El Cope,Guabal,6/20/2014,capture,day,133.3,
El Cope,Guabal,6/20/2014,capture,day,133.3,
El Cope,Guabal,6/26/2014,capture,day,133.3,
El Cope,Guabal,6/26/2014,capture,day,133.3,
El Cope,Guabal,6/26/2014,capture,day,133.3,
El Cope,Guabal,6/26/2014,capture,day,133.3,
El Cope,Guabal,6/28/2015,capture,day,133.3,
El Cope,Guabal,6/28/2015,capture,day,133.3,
El Cope,Guabal,6/28/2015,capture,day,133.3,
El Cope,Guabal,6/28/2015,capture,day,133.3,
El Cope,Guabal,6/28/2015,capture,day,133.3,
El Cope,Guabal,6/28/2015,capture,day,129.4,
El Cope,Guabal,6/28/2015,capture,day,129.4,
El Cope,Guabal,6/28/2015,capture,day,127.8,
El Cope,Guabal,6/28/2015,capture,day,127.8,
El Cope,Guabal,6/28/2015,capture,day,127.8,
El Cope,Guabal,7/2/2015,capture,day,127.8,
El Cope,Guabal,7/2/2015,capture,day,127.8,
El Cope,Guabal,7/2/2015,capture,day,127.8,
El Cope,Guabal,7/2/2015,capture,day,127.8,
El Cope,Guabal,7/2/2015,capture,day,127.8,
El Cope,Guabal,7/2/2015,capture,day,127.8,
El Cope,Guabal,7/2/2015,capture,day,127.8,
El Cope,Guabal,7/2/2015,capture,day,127.8,
El Cope,Guabal,7/2/2015,capture,day,127.8,
El Cope,Guabal,7/2/2015,capture,day,123.5,
El Cope,Guabal,7/2/2015,capture,night,123.5,
El Cope,Guabal,7/2/2015,capture,night,123.5,
El Cope,Guabal,7/2/2015,capture,night,123.5,
El Cope,Guabal,7/2/2015,capture,night,121.2,
El Cope,Guabal,7/2/2015,capture,night,121.2,
El Cope,Guabal,7/2/2015,capture,night,121.2,
El Cope,Guabal,7/2/2015,capture,night,121.2,
El Cope,Guabal,7/2/2015,capture,night,120.5,
El Cope,Guabal,7/2/2015,capture,night,120.5,
El Cope,Guabal,7/3/2015,capture,day,120.5,
El Cope,Guabal,7/3/2015,capture,day,120.5,
El Cope,Guabal,7/3/2015,capture,day,120.5,
El Cope,Guabal,7/3/2015,capture,day,120.5,
El Cope,Guabal,7/3/2015,capture,day,120.5,
El Cope,Guabal,7/3/2015,capture,day,120.5,
El Cope,Guabal,7/3/2015,capture,day,120.5,
El Cope,Guabal,12/14/2015,capture,day,120.5,
El Cope,Guabal,12/14/2015,capture,day,120.5,
El Cope,Guabal,12/14/2015,capture,day,120.5,
El Cope,Guabal,12/14/2015,capture,day,119.7,
El Cope,Guabal,12/14/2015,capture,day,119.7,
El Cope,Guabal,12/14/2015,capture,day,119.7,
El Cope,Guabal,12/14/2015,capture,day,119.7,
El Cope,Guabal,12/14/2015,capture,night,119.7,
El Cope,Guabal,12/14/2015,capture,night,119.7,
El Cope,Guabal,12/14/2015,capture,night,119.7,
El Cope,Guabal,12/14/2015,capture,night,119.7,
El Cope,Guabal,12/14/2015,capture,night,119.7,
El Cope,Guabal,12/14/2015,capture,night,119.7,
El Cope,Guabal,12/14/2015,capture,night,119.7,
El Cope,Guabal,12/14/2015,visual,day,119.7,
El Cope,Guabal,12/14/2015,visual,day,119.1,
El Cope,Guabal,12/15/2015,capture,day,119.1,
El Cope,Guabal,12/15/2015,capture,day,119.1,
El Cope,Guabal,12/15/2015,capture,day,119.1,
El Cope,Guabal,12/15/2015,capture,day,119.1,
El Cope,Guabal,12/15/2015,capture,day,119.1,
El Cope,Guabal,12/15/2015,capture,day,119.1,
El Cope,Guabal,12/15/2015,capture,day,118.8,
El Cope,Guabal,12/15/2015,capture,day,118.8,
El Cope,Guabal,12/15/2015,capture,day,118.8,
El Cope,Guabal,12/15/2015,capture,day,118.8,
El Cope,Guabal,12/15/2015,call,day,118.8,
El Cope,Guabal,12/15/2015,visual,day,118.8,
El Cope,Guabal,12/16/2015,capture,day,118.8,
El Cope,Guabal,12/16/2015,capture,day,118.8,
El Cope,Guabal,12/16/2015,capture,day,118.8,
El Cope,Guabal,12/16/2015,capture,day,118.8,
El Cope,Guabal,12/16/2015,capture,day,118.8,
El Cope,Guabal,12/16/2015,capture,day,118.8,
El Cope,Guabal,12/16/2015,capture,day,118.8,
El Cope,Guabal,12/16/2015,capture,day,118,
El Cope,Guabal,12/16/2015,capture,day,118,
El Cope,Guabal,12/16/2015,capture,day,118,
El Cope,Guabal,12/16/2015,capture,day,118,
El Cope,Guabal,12/16/2015,capture,day,118,
El Cope,Guabal,12/16/2015,capture,day,111.2,
El Cope,Guabal,12/16/2015,capture,day,111.2,
El Cope,Guabal,12/16/2015,capture,day,111.2,
El Cope,Guabal,6/23/2016,capture,day,111.2,
El Cope,Guabal,6/23/2016,capture,day,111.2,
El Cope,Guabal,6/23/2016,capture,day,111.2,
El Cope,Guabal,6/23/2016,capture,day,111.2,
El Cope,Guabal,6/23/2016,capture,day,111.2,
El Cope,Guabal,6/23/2016,capture,day,111.2,
El Cope,Guabal,6/23/2016,capture,day,111.2,
El Cope,Guabal,6/23/2016,capture,day,111.2,
El Cope,Guabal,6/23/2016,capture,day,111.2,
El Cope,Guabal,6/23/2016,capture,day,111.2,
El Cope,Guabal,6/23/2016,call,day,111.2,
El Cope,Guabal,6/23/2016,visual,day,111.2,
El Cope,Guabal,6/23/2016,visual,day,111.2,
El Cope,Guabal,6/24/2016,capture,day,111.2,
El Cope,Guabal,6/24/2016,capture,day,111.2,
El Cope,Guabal,6/24/2016,capture,day,111.2,
El Cope,Guabal,6/24/2016,capture,day,110.4,
El Cope,Guabal,6/24/2016,capture,day,110.4,
El Cope,Guabal,6/24/2016,capture,day,110.4,
El Cope,Guabal,6/24/2016,capture,night,110.4,
El Cope,Guabal,6/24/2016,capture,night,110.4,
El Cope,Guabal,6/24/2016,capture,night,110.4,
El Cope,Guabal,6/24/2016,capture,night,110.4,
El Cope,Guabal,6/24/2016,capture,night,110.4,
El Cope,Guabal,6/24/2016,capture,night,110.4,
El Cope,Guabal,6/24/2016,capture,night,110.4,
El Cope,Guabal,6/24/2016,capture,night,106.8,
El Cope,Guabal,6/24/2016,capture,night,106.8,
El Cope,Guabal,6/24/2016,capture,night,106.8,
El Cope,Guabal,6/24/2016,capture,night,106.8,
El Cope,Guabal,6/24/2016,capture,night,106.8,
El Cope,Guabal,6/24/2016,capture,night,106.8,
El Cope,Guabal,6/24/2016,capture,night,106.8,
El Cope,Guabal,6/24/2016,capture,night,106.8,
El Cope,Guabal,6/24/2016,capture,night,106.8,
El Cope,Guabal,6/24/2016,capture,night,106.8,
El Cope,Guabal,6/24/2016,capture,night,106.8,
El Cope,Guabal,6/24/2016,visual,night,106.8,
El Cope,Guabal,6/24/2016,call,night,106.8,
El Cope,Guabal,6/24/2016,visual,night,105.1,
El Cope,Guabal,6/25/2016,capture,day,105.1,
El Cope,Guabal,6/25/2016,capture,day,105.1,
El Cope,Guabal,6/25/2016,capture,day,105.1,
El Cope,Guabal,6/25/2016,capture,day,105.1,
El Cope,Guabal,6/25/2016,capture,day,105.1,
El Cope,Guabal,11/9/2018,capture,day,105.1,
El Cope,Guabal,11/9/2018,capture,day,105.1,
El Cope,Guabal,11/9/2018,capture,day,105.1,
El Cope,Guabal,11/9/2018,capture,day,105.1,
El Cope,Guabal,11/9/2018,capture,day,105.1,
El Cope,Guabal,11/9/2018,call,day,105.1,
El Cope,Guabal,11/9/2018,call,day,105.1,
El Cope,Guabal,11/9/2018,call,day,105.1,
El Cope,Guabal,11/9/2018,call,day,105.1,
El Cope,Guabal,11/10/2018,capture,day,105.1,
El Cope,Guabal,11/10/2018,capture,day,105.1,
El Cope,Guabal,11/10/2018,capture,day,105.1,
El Cope,Guabal,11/10/2018,call,day,105.1,
El Cope,Guabal,11/10/2018,call,day,105.1,
El Cope,Guabal,11/10/2018,call,day,105.1,
El Cope,Guabal,11/10/2018,call,day,105.1,
El Cope,Guabal,11/11/2018,capture,day,105.1,
El Cope,Guabal,11/11/2018,capture,day,105.1,
El Cope,Guabal,11/11/2018,call,day,105.1,
El Cope,Guabal,11/11/2018,call,day,105.1,
El Cope,Guabal,11/11/2018,call,day,105.1,
El Cope,Guabal,11/12/2018,capture,night,105.1,
El Cope,Guabal,11/12/2018,capture,night,105.1,
El Cope,Guabal,11/12/2018,capture,night,105.1,
El Cope,Guabal,11/12/2018,capture,night,105.1,
El Cope,Guabal,11/12/2018,visual,night,105.1,
El Cope,Guabal,8/8/2019,capture,night,105.1,
El Cope,Guabal,8/8/2019,capture,night,104.5,
El Cope,Guabal,8/8/2019,capture,night,104.5,
El Cope,Guabal,8/8/2019,capture,night,104.5,
El Cope,Guabal,8/8/2019,capture,night,104.5,
El Cope,Guabal,8/8/2019,capture,night,104.5,
El Cope,Guabal,8/8/2019,capture,night,104.5,
El Cope,Guabal,8/8/2019,capture,night,104.5,
El Cope,Guabal,8/8/2019,capture,night,104.5,
El Cope,Guabal,8/8/2019,capture,night,104.5,
El Cope,Guabal,8/8/2019,capture,night,104.4,
El Cope,Guabal,8/8/2019,capture,night,104.4,
El Cope,Guabal,8/8/2019,capture,night,104.4,
El Cope,Guabal,8/8/2019,capture,night,104.4,
El Cope,Guabal,8/8/2019,call,night,104.4,
El Cope,Guabal,8/8/2019,call,night,104.4,
El Cope,Guabal,8/8/2019,call,night,104.4,
El Cope,Guabal,8/8/2019,call,night,104.4,
El Cope,Guabal,8/8/2019,call,night,104.4,
El Cope,Guabal,8/8/2019,call,night,104.4,
El Cope,Guabal,8/8/2019,call,night,104.4,
El Cope,Guabal,8/9/2019,visual,day,104.4,
El Cope,Guabal,12/10/2019,capture,day,104.4,
El Cope,Guabal,12/10/2019,capture,day,104.4,
El Cope,Guabal,12/10/2019,call,day,104.4,
El Cope,Guabal,12/10/2019,call,day,104.4,
El Cope,Guabal,12/10/2019,call,day,104.4,
El Cope,Guabal,12/10/2019,visual,day,104.4,
El Cope,Guabal,12/10/2019,call,day,104.4,
El Cope,Guabal,12/10/2019,visual,day,104.4,
El Cope,Guabal,12/10/2019,call,day,104.4,
El Cope,Guabal,12/10/2019,visual,day,104.4,
El Cope,Guabal,12/11/2019,capture,night,104.4,
El Cope,Guabal,12/11/2019,capture,night,104.4,
El Cope,Guabal,12/11/2019,capture,night,104.4,
El Cope,Guabal,12/11/2019,capture,night,104.4,
El Cope,Guabal,12/11/2019,capture,night,104.4,
El Cope,Guabal,12/11/2019,capture,night,104.4,
El Cope,Guabal,12/11/2019,call,night,104.4,
El Cope,Guabal,12/11/2019,visual,night,104.4,
El Cope,Guabal,12/11/2019,visual,night,104.4,
El Cope,Guabal,12/11/2019,call,night,104.4,
El Valle,Hotel Campestre,8/12/2019,capture,night,104.4,
El Valle,Hotel Campestre,8/12/2019,capture,night,104.4,
El Valle,Hotel Campestre,8/12/2019,capture,night,103.3,
El Valle,Hotel Campestre,8/12/2019,capture,night,103.3,
El Valle,Hotel Campestre,8/12/2019,capture,night,103.3,
El Valle,Hotel Campestre,8/12/2019,capture,night,103.3,
El Valle,Hotel Campestre,8/12/2019,capture,night,103.3,
El Valle,Hotel Campestre,8/12/2019,capture,night,103.3,
El Valle,Hotel Campestre,8/12/2019,capture,night,103,
El Valle,Hotel Campestre,8/12/2019,capture,night,103,
El Valle,Jordinal,7/14/2013,NA,day,103,
El Valle,Jordinal,7/15/2013,NA,day,103,
El Valle,Jordinal,5/21/2014,capture,day,103,
El Valle,Jordinal,5/21/2014,capture,day,103,
El Valle,Jordinal,5/21/2014,capture,day,103,
El Valle,Jordinal,5/21/2014,capture,day,103,
El Valle,Jordinal,5/21/2014,capture,day,103,
El Valle,Jordinal,5/21/2014,visual,day,103,
El Valle,Jordinal,5/21/2014,visual,day,103,
El Valle,Jordinal,5/22/2014,capture,day,103,
El Valle,Jordinal,5/22/2014,capture,day,103,
El Valle,Jordinal,5/22/2014,capture,day,103,
El Valle,Jordinal,5/22/2014,capture,day,103,
El Valle,Jordinal,5/22/2014,capture,day,103,
El Valle,Jordinal,5/22/2014,capture,night,103,
El Valle,Jordinal,5/22/2014,capture,night,103,
El Valle,Jordinal,5/22/2014,capture,night,100,
El Valle,Jordinal,5/22/2014,capture,night,100,
El Valle,Jordinal,5/22/2014,capture,night,100,
El Valle,Jordinal,5/22/2014,capture,night,100,
El Valle,Jordinal,5/22/2014,capture,night,100,
El Valle,Jordinal,5/22/2014,capture,night,100,
El Valle,Jordinal,5/23/2014,capture,day,100,
El Valle,Jordinal,5/23/2014,capture,day,100,
El Valle,Jordinal,5/23/2014,visual,day,100,
El Valle,Jordinal,5/23/2014,visual,day,100,
El Valle,Jordinal,5/28/2014,capture,day,100,
El Valle,Jordinal,5/28/2014,capture,day,100,
El Valle,Jordinal,6/8/2015,capture,day,100,
El Valle,Jordinal,6/8/2015,capture,day,100,
El Valle,Jordinal,6/8/2015,capture,day,100,
El Valle,Jordinal,6/15/2015,capture,day,100,
El Valle,Jordinal,6/15/2015,capture,day,100,
El Valle,Jordinal,6/15/2015,capture,day,100,
El Valle,Jordinal,6/15/2015,capture,day,100,
El Valle,Jordinal,6/15/2015,capture,day,100,
El Valle,Jordinal,6/15/2015,capture,day,100,
El Valle,Jordinal,6/15/2015,capture,day,100,
El Valle,Jordinal,6/15/2015,capture,day,100,
El Valle,Jordinal,6/15/2015,capture,day,100,
El Valle,Jordinal,6/15/2015,capture,day,100,
El Valle,Jordinal,6/15/2015,capture,day,100,
El Valle,Jordinal,6/15/2015,capture,day,100,
El Valle,Jordinal,6/16/2015,capture,day,100,
El Valle,Jordinal,6/16/2015,capture,day,100,
El Valle,Jordinal,6/16/2015,capture,day,100,
El Valle,Jordinal,6/16/2015,capture,day,100,
El Valle,Jordinal,6/16/2015,capture,day,100,
El Valle,Jordinal,6/16/2015,capture,day,100,
El Valle,Jordinal,6/16/2015,capture,day,100,
El Valle,Jordinal,6/16/2015,capture,day,100,
El Valle,Jordinal,6/17/2015,capture,day,100,
El Valle,Jordinal,6/17/2015,capture,day,100,
El Valle,Jordinal,6/17/2015,capture,day,100,
El Valle,Jordinal,6/17/2015,capture,day,100,
El Valle,Jordinal,6/17/2015,capture,day,100,
El Valle,Jordinal,6/17/2015,capture,day,100,
El Valle,Jordinal,6/17/2015,capture,day,100,
El Valle,Jordinal,12/6/2015,capture,day,100,
El Valle,Jordinal,12/6/2015,capture,day,100,
El Valle,Jordinal,12/6/2015,capture,day,100,
El Valle,Jordinal,12/6/2015,capture,day,100,
El Valle,Jordinal,12/6/2015,capture,day,100,
El Valle,Jordinal,12/6/2015,capture,day,100,
El Valle,Jordinal,12/6/2015,capture,day,100,
El Valle,Jordinal,12/6/2015,capture,day,100,
El Valle,Jordinal,12/6/2015,capture,day,100,
El Valle,Jordinal,12/9/2015,capture,day,100,
El Valle,Jordinal,12/9/2015,capture,day,100,
El Valle,Jordinal,12/9/2015,capture,day,100,
El Valle,Jordinal,12/9/2015,capture,day,100,
El Valle,Jordinal,12/9/2015,NA,day,100,
El Valle,Jordinal,12/13/2015,capture,day,100,
El Valle,Jordinal,12/13/2015,capture,day,100,
El Valle,Jordinal,12/13/2015,capture,day,100,
El Valle,Jordinal,12/13/2015,capture,day,100,
El Valle,Jordinal,12/13/2015,capture,day,100,
El Valle,Jordinal,12/13/2015,capture,day,100,
El Valle,Jordinal,12/13/2015,capture,day,100,
El Valle,Jordinal,12/13/2015,capture,day,100,
El Valle,Jordinal,12/13/2015,capture,day,100,
El Valle,Jordinal,8/13/2019,capture,day,100,
El Valle,Jordinal,8/13/2019,visual,day,100,
El Cope,Juan Julio,6/28/2014,capture,day,100,
El Cope,Juan Julio,6/28/2014,capture,day,100,
El Cope,Juan Julio,6/28/2014,capture,day,100,
El Cope,Juan Julio,6/28/2014,capture,day,100,
El Cope,Juan Julio,6/28/2014,capture,day,100,
El Cope,Juan Julio,6/28/2014,capture,day,99.9,
El Cope,Juan Julio,6/28/2014,capture,day,99.9,
El Cope,Juan Julio,6/28/2014,capture,day,99.9,
El Cope,Juan Julio,6/28/2014,capture,day,99.9,
El Cope,Juan Julio,6/28/2014,capture,day,99.9,
El Cope,Juan Julio,6/28/2014,capture,day,99.9,
El Cope,Juan Julio,6/28/2014,capture,night,99.9,
El Cope,Juan Julio,6/28/2014,capture,night,99.9,
El Cope,Juan Julio,6/28/2014,capture,night,99.9,
El Cope,Juan Julio,6/28/2014,capture,night,99.9,
El Cope,Juan Julio,6/28/2014,capture,night,99.9,
El Cope,Juan Julio,6/28/2014,capture,night,99.8,
El Cope,Juan Julio,6/28/2014,capture,night,99.8,
El Cope,Juan Julio,6/28/2014,capture,night,99.8,
El Cope,Juan Julio,6/28/2014,capture,night,99.8,
El Cope,Juan Julio,6/28/2014,capture,night,99.8,
El Cope,Juan Julio,6/28/2014,capture,night,99.8,
El Cope,Juan Julio,6/28/2014,capture,night,99.8,
El Cope,Juan Julio,6/29/2014,capture,day,99.8,
El Cope,Juan Julio,6/29/2014,capture,day,99.8,
El Cope,Juan Julio,6/29/2014,capture,day,99.8,
El Cope,Juan Julio,6/29/2014,capture,day,99.8,
El Cope,Juan Julio,6/29/2014,capture,day,99.8,
El Cope,Juan Julio,6/29/2014,capture,day,99.8,
El Cope,Juan Julio,6/29/2014,capture,day,99.8,
El Cope,Juan Julio,6/30/2014,capture,day,99.8,
El Cope,Juan Julio,6/30/2014,capture,day,99.8,
El Cope,Juan Julio,6/30/2014,capture,day,99.8,
El Cope,Juan Julio,6/30/2014,capture,day,99.8,
El Cope,Juan Julio,6/30/2014,capture,day,99.8,
El Cope,Juan Julio,6/30/2014,capture,day,99.8,
El Cope,Juan Julio,6/30/2014,capture,day,99.8,
El Cope,Juan Julio,6/30/2014,capture,day,99.8,
El Cope,Juan Julio,6/30/2014,capture,day,99.8,
El Cope,Juan Julio,6/30/2014,capture,day,99.8,
El Cope,Juan Julio,6/30/2014,capture,day,99.8,
El Cope,Juan Julio,6/30/2014,capture,day,99.8,
El Cope,Juan Julio,6/30/2014,capture,day,99.8,
El Cope,Juan Julio,6/30/2014,capture,day,99.8,
El Cope,Juan Julio,6/30/2014,capture,day,99.8,
El Cope,Juan Julio,6/30/2014,capture,day,99.8,
El Cope,Juan Julio,6/30/2014,capture,day,99.8,
El Valle,Juan Lana,5/15/2014,NA,day,99.8,
El Valle,Juan Lana,1/31/2016,capture,day,99.8,
El Valle,Juan Lana,1/31/2016,capture,day,99.8,
El Valle,Juan Lana,1/31/2016,capture,day,99.8,
El Valle,Juan Lana,2/1/2016,capture,day,99.8,
El Valle,Juan Lana,2/1/2016,NA,-9999,99.8,
El Valle,Juan Lana,2/2/2016,capture,day,99.8,
El Valle,Juan Lana,2/2/2016,capture,day,99.8,
El Valle,Juan Lana,2/2/2016,capture,day,99.8,
El Valle,Juan Lana,2/2/2016,visual,day,99.8,
El Valle,Juan Lana,2/2/2016,visual,day,99.8,
El Valle,Juan Lana,6/20/2016,capture,day,99.8,
El Valle,Juan Lana,6/20/2016,visual,day,99,
El Valle,Juan Lana,6/21/2016,capture,day,99,
El Valle,Juan Lana,6/21/2016,capture,day,99,
El Valle,Juan Lana,6/21/2016,capture,day,99,
El Valle,Juan Lana,6/21/2016,visual,day,99,
El Valle,Juan Lana,6/21/2016,visual,day,99,
El Valle,Mata Ahogado,5/15/2014,capture,day,99,
El Valle,Mata Ahogado,5/15/2014,capture,day,99,
El Valle,Mata Ahogado,5/15/2014,capture,day,99,
El Valle,Mata Ahogado,5/15/2014,capture,day,99,
El Valle,Mata Ahogado,5/15/2014,capture,day,99,
El Valle,Mata Ahogado,5/15/2014,capture,day,99,
El Valle,Mata Ahogado,5/15/2014,capture,day,99,
El Valle,Mata Ahogado,5/15/2014,capture,day,99,
El Valle,Mata Ahogado,5/15/2014,capture,day,99,
El Valle,Mata Ahogado,5/15/2014,capture,day,99,
El Valle,Mata Ahogado,5/15/2014,capture,day,99,
El Valle,Mata Ahogado,5/15/2014,capture,day,99,
El Valle,Mata Ahogado,5/15/2014,capture,day,98.6,
El Valle,Mata Ahogado,5/15/2014,capture,day,98.6,
El Valle,Mata Ahogado,5/15/2014,capture,day,98.6,
El Valle,Mata Ahogado,5/15/2014,capture,day,98.6,
El Valle,Mata Ahogado,5/15/2014,capture,day,98.6,
El Valle,Mata Ahogado,5/15/2014,capture,day,98.6,
El Valle,Mata Ahogado,5/15/2014,capture,day,98.6,
El Valle,Mata Ahogado,5/15/2014,capture,day,98.6,
El Valle,Mata Ahogado,5/15/2014,capture,day,98.6,
El Valle,Mata Ahogado,5/15/2014,capture,day,98.6,
El Valle,Mata Ahogado,5/15/2014,capture,day,98.6,
El Valle,Mata Ahogado,5/15/2014,capture,day,98.6,
El Valle,Mata Ahogado,5/15/2014,capture,day,98.6,
El Valle,Mata Ahogado,5/15/2014,capture,day,98.6,
El Valle,Mata Ahogado,5/15/2014,capture,day,98.5,
El Valle,Mata Ahogado,5/15/2014,capture,day,98.5,
El Valle,Mata Ahogado,5/15/2014,capture,day,98.5,
El Valle,Mata Ahogado,5/15/2014,capture,day,98.5,
El Valle,Mata Ahogado,5/15/2014,capture,day,98.5,
El Valle,Mata Ahogado,5/15/2014,capture,day,98.5,
El Valle,Mata Ahogado,5/16/2014,capture,day,98.1,
El Valle,Mata Ahogado,5/16/2014,capture,day,98.1,
El Valle,Mata Ahogado,5/16/2014,capture,day,98.1,
El Valle,Mata Ahogado,5/16/2014,capture,day,98.1,
El Valle,Mata Ahogado,5/16/2014,capture,day,98.1,
El Valle,Mata Ahogado,5/16/2014,capture,day,98.1,
El Valle,Mata Ahogado,5/16/2014,capture,day,98,
El Valle,Mata Ahogado,5/16/2014,capture,day,98,
El Valle,Mata Ahogado,5/16/2014,capture,day,98,
El Valle,Mata Ahogado,5/16/2014,capture,day,98,
El Valle,Mata Ahogado,5/16/2014,capture,day,98,
El Valle,Mata Ahogado,5/16/2014,capture,day,98,
El Valle,Mata Ahogado,5/16/2014,capture,day,98,
El Valle,Mata Ahogado,5/16/2014,capture,day,98,
El Valle,Mata Ahogado,5/16/2014,capture,day,98,
El Valle,Mata Ahogado,5/16/2014,capture,day,98,
El Valle,Mata Ahogado,5/16/2014,capture,day,98,
El Valle,Mata Ahogado,5/16/2014,capture,day,95.5,
El Valle,Mata Ahogado,5/16/2014,capture,day,95.5,
El Valle,Mata Ahogado,5/16/2014,capture,day,95.5,
El Valle,Mata Ahogado,5/16/2014,capture,day,95.1,
El Valle,Mata Ahogado,5/16/2014,capture,day,95.1,
El Valle,Mata Ahogado,5/16/2014,capture,day,95.1,
El Valle,Mata Ahogado,5/16/2014,capture,day,95.1,
El Valle,Mata Ahogado,5/16/2014,capture,day,95.1,
El Valle,Mata Ahogado,5/16/2014,capture,day,95.1,
El Valle,Mata Ahogado,5/16/2014,capture,day,95.1,
El Valle,Mata Ahogado,5/16/2014,capture,day,95.1,
El Valle,Mata Ahogado,5/16/2014,capture,day,95.1,
El Valle,Mata Ahogado,5/16/2014,capture,day,94.6,
El Valle,Mata Ahogado,5/16/2014,capture,day,93.5,
El Valle,Mata Ahogado,5/16/2014,capture,day,93.5,
El Valle,Mata Ahogado,5/16/2014,capture,day,93.5,
El Valle,Mata Ahogado,5/16/2014,capture,day,93.5,
El Valle,Mata Ahogado,5/17/2014,capture,day,93.5,
El Valle,Mata Ahogado,12/5/2014,NA,day,93.5,
El Valle,Mata Ahogado,12/18/2014,capture,day,93.5,
El Valle,Mata Ahogado,12/18/2014,capture,day,93.5,
El Valle,Mata Ahogado,12/18/2014,capture,day,93.5,
El Valle,Mata Ahogado,12/18/2014,capture,day,93.5,
El Valle,Mata Ahogado,12/18/2014,capture,day,93.5,
El Valle,Mata Ahogado,12/18/2014,capture,day,93.5,
El Valle,Mata Ahogado,6/12/2015,capture,day,93.5,
El Valle,Mata Ahogado,6/12/2015,capture,day,93.5,
El Valle,Mata Ahogado,6/12/2015,capture,day,93.5,
El Valle,Mata Ahogado,6/12/2015,capture,day,93.5,
El Valle,Mata Ahogado,6/12/2015,capture,day,93.5,
El Valle,Mata Ahogado,6/12/2015,capture,day,93.5,
El Valle,Mata Ahogado,6/12/2015,capture,day,93.5,
El Valle,Mata Ahogado,6/12/2015,capture,day,93.5,
El Valle,Mata Ahogado,6/12/2015,capture,day,93.5,
